"Date" "Tem_4m_2p5_AVG" "Tem_4m_12p5_AVG" "Tem_4m_22p5_AVG" "Tem_4m_37p5_AVG" "Tem_4m_52p5_AVG"
62 -2499.51562757008 -2499.2204370934 -2498.70424412083 -2497.77801427083 -2496.76827765625
63 -9999 -9999 -9999 -9999 -9999
64 2.0458205919375 2.573379615625 3.50320350694444 5.23396227604167 6.978026078125
65 0.392737876479167 1.21101458333333 1.85781239583333 2.96002835416667 3.7918638125
66 1.36168905652778 2.04578530449306 2.495987890625 3.551716890625 4.789045359375
67 3.17965735529688 3.77456290104167 4.06780530208333 4.63452275520833 5.497111890625
68 -0.0840666891666667 1.17026129582292 2.22291837135417 3.54053409895833 4.83940966145833
69 0.548739315041667 1.14428859831771 2.02082554166667 3.277664703125 4.55974430729167
70 0.646152822916667 0.946586623541667 1.57892477083333 2.71532376041667 4.03030288020833
71 -9999 -9999 -9999 -9999 -9999
72 4.08839321432292 3.991814359375 4.46707900694445 5.46651422916667 6.81485134375
