"year" "doy" "hour" "month" "SW"
2011 239 16 8 0.08244355125
2011 239 17 8 0.08226589125
2011 239 18 8 0.0816908915625
2011 239 19 8 0.081155245
2011 239 20 8 0.0804646184375
2011 239 21 8 0.0796779146875
2011 239 22 8 0.07884971625
2011 239 23 8 0.0780951621875
2011 240 0 8 0.0773842421875
2011 240 1 8 0.0766684221875
2011 240 2 8 0.07615200375
2011 240 3 8 0.0756603434375
2011 240 4 8 0.075198433125
2011 240 5 8 0.0748653753125
2011 240 6 8 0.0744986540625
2011 240 7 8 0.07413988
2011 240 8 8 0.073923706875
2011 240 9 8 0.073909811875
2011 240 10 8 0.0744193615625
2011 240 11 8 0.0751926865625
2011 240 12 8 0.0759304690625
2011 240 13 8 0.076249019375
2011 240 14 8 0.076541755
2011 240 15 8 0.077125708125
2011 240 16 8 0.0775490746875
2011 240 17 8 0.0777039015625
2011 240 18 8 0.0774701103125
2011 240 19 8 0.07692336875
2011 240 20 8 0.0762370121875
2011 240 21 8 0.0755056434375
2011 240 22 8 0.0748033290625
2011 240 23 8 0.074159134375
2011 241 0 8 0.07355528375
2011 241 1 8 0.073055755
2011 241 2 8 0.0726344775
2011 241 3 8 0.072263630625
2011 241 4 8 0.0719323096875
2011 241 5 8 0.0715935534375
2011 241 6 8 0.07126574125
2011 241 7 8 0.07097520625
2011 241 8 8 0.0707509809375
2011 241 9 8 0.07084689625
2011 241 10 8 0.0712011421875
2011 241 11 8 0.0718342790625
2011 241 12 8 0.072617975
2011 241 13 8 0.073425630625
2011 241 14 8 0.0742060015625
2011 241 15 8 0.0748007171875
2011 241 16 8 0.0750331478125
2011 241 17 8 0.07489478625
2011 241 18 8 0.07446587875
2011 241 19 8 0.0740042725
2011 241 20 8 0.0734017540625
2011 241 21 8 0.072717379375
2011 241 22 8 0.0721316434375
2011 241 23 8 0.071495328125
2011 242 0 8 0.0709490525
2011 242 1 8 0.0705355340625
2011 242 2 8 0.0700178709375
2011 242 3 8 0.0694975259375
2011 242 4 8 0.0690051109375
2011 242 5 8 0.0685378040625
2011 242 6 8 0.0681742765625
2011 242 7 8 0.0678375328125
2011 242 8 8 0.0676050825
2011 242 9 8 0.0678253965625
2011 242 10 8 0.0683369828125
2011 242 11 8 0.0690650484375
2011 242 12 8 0.0699088459375
2011 242 13 8 0.0708518225
2011 242 14 8 0.071612341875
2011 242 15 8 0.0721897828125
2011 242 16 8 0.0725492503125
2011 242 17 8 0.0726735396875
2011 242 18 8 0.0725909703125
2011 242 19 8 0.0722455378125
2011 242 20 8 0.0716250425
2011 242 21 8 0.0709952546875
2011 242 22 8 0.0704286703125
2011 242 23 8 0.06984706875
2011 243 0 8 0.0692962978125
2011 243 1 8 0.0687655775
2011 243 2 8 0.0682887003125
2011 243 3 8 0.067782445
2011 243 4 8 0.0673103846875
2011 243 5 8 0.066882319375
2011 243 6 8 0.0664559078125
2011 243 7 8 0.066130475625
2011 243 8 8 0.0659770378125
2011 243 9 8 0.06609879625
2011 243 10 8 0.0665239040625
2011 243 11 8 0.0671919490625
2011 243 12 8 0.0680264803125
2011 243 13 8 0.0688734496875
2011 243 14 8 0.069586016875
2011 243 15 8 0.07016801875
2011 243 16 8 0.070396993125
2011 243 17 8 0.0709369578125
2011 243 18 8 0.0704628390625
2011 243 19 8 0.0695353259375
2011 243 20 8 0.06874689625
2011 243 21 8 0.0680342634375
2011 243 22 8 0.067474703125
2011 243 23 8 0.0671163928125
2011 244 0 9 0.0667623175
2011 244 1 9 0.0665357209375
2011 244 2 9 0.06633495875
2011 244 3 9 0.066152770625
2011 244 4 9 0.0659059309375
2011 244 5 9 0.06565973
2011 244 6 9 0.0655122553125
2011 244 7 9 0.065411566875
2011 244 8 9 0.065407060625
2011 244 9 9 0.0655858603125
2011 244 10 9 0.0663186903125
2011 244 11 9 0.067353454375
2011 244 12 9 0.068593294375
2011 244 13 9 0.0696908834375
2011 244 14 9 0.070558505
2011 244 15 9 0.0714117678125
2011 244 16 9 0.0719211928125
2011 244 17 9 0.07516468875
2011 244 18 9 0.079573074375
2011 244 19 9 0.079588605625
2011 244 20 9 0.079405205625
2011 244 21 9 0.0788546446875
2011 244 22 9 0.0784117875
2011 244 23 9 0.078087683125
2011 245 0 9 0.07799890125
2011 245 1 9 0.077836969375
2011 245 2 9 0.0776104865625
2011 245 3 9 0.0773577625
2011 245 4 9 0.0770685575
2011 245 5 9 0.076726393125
2011 245 6 9 0.076462466875
2011 245 7 9 0.07622513625
2011 245 8 9 0.076527811875
2011 245 9 9 0.077431021875
2011 245 10 9 0.0780190853125
2011 245 11 9 0.0792998928125
2011 245 12 9 0.0807756853125
2011 245 13 9 0.0826876390625
2011 245 14 9 0.084632053125
2011 245 15 9 0.0861754
2011 245 16 9 0.0872033740625
2011 245 17 9 0.0876540778125
2011 245 18 9 0.0875611790625
2011 245 19 9 0.08670163375
2011 245 20 9 0.0855936759375
2011 245 21 9 0.08459242875
2011 245 22 9 0.083658598125
2011 245 23 9 0.08288565375
2011 246 0 9 0.0821280940625
2011 246 1 9 0.0814763525
2011 246 2 9 0.0808522653125
2011 246 3 9 0.08041419
2011 246 4 9 0.0799510546875
2011 246 5 9 0.0795796215625
2011 246 6 9 0.079143370625
2011 246 7 9 0.0787096353125
2011 246 8 9 0.0785705409375
2011 246 9 9 0.07917469125
2011 246 10 9 0.080429340625
2011 246 11 9 0.082014705
2011 246 12 9 0.08364504875
2011 246 13 9 0.0852218928125
2011 246 14 9 0.0865852084375
2011 246 15 9 0.0875669125
2011 246 16 9 0.0880384215625
2011 246 17 9 0.0883069459375
2011 246 18 9 0.0878108690625
2011 246 19 9 0.0867902603125
2011 246 20 9 0.0855130775
2011 246 21 9 0.0843458471875
2011 246 22 9 0.083260429375
2011 246 23 9 0.0823098009375
2011 247 0 9 0.0815325471875
2011 247 1 9 0.080904999375
2011 247 2 9 0.0804384734375
2011 247 3 9 0.0799725075
2011 247 4 9 0.0795357359375
2011 247 5 9 0.0790841265625
2011 247 6 9 0.0786614534375
2011 247 7 9 0.0782925840625
2011 247 8 9 0.078088951875
2011 247 9 9 0.0783303884375
2011 247 10 9 0.0788987271875
2011 247 11 9 0.079855874375
2011 247 12 9 0.080939614375
2011 247 13 9 0.0820496415625
2011 247 14 9 0.0828079559375
2011 247 15 9 0.0833272465625
2011 247 16 9 0.0836885253125
2011 247 17 9 0.0837580265625
2011 247 18 9 0.08328083875
2011 247 19 9 0.082676183125
2011 247 20 9 0.0819501234375
2011 247 21 9 0.0812359396875
2011 247 22 9 0.08061305125
2011 247 23 9 0.0800168196875
2011 248 0 9 0.0794590640625
2011 248 1 9 0.0789062609375
2011 248 2 9 0.078338405625
2011 248 3 9 0.0779011309375
2011 248 4 9 0.0775316228125
2011 248 5 9 0.077149551875
2011 248 6 9 0.076756195625
2011 248 7 9 0.0763740809375
2011 248 8 9 0.0761087328125
2011 248 9 9 0.0764086915625
2011 248 10 9 0.0771306321875
2011 248 11 9 0.078238620625
2011 248 12 9 0.079451309375
2011 248 13 9 0.08083447875
2011 248 14 9 0.08193668125
2011 248 15 9 0.08275550625
2011 248 16 9 0.083226685
2011 248 17 9 0.0833668534375
2011 248 18 9 0.0831706784375
2011 248 19 9 0.082588919375
2011 248 20 9 0.0817879071875
2011 248 21 9 0.08090230875
2011 248 22 9 0.08010983875
2011 248 23 9 0.0793565928125
2011 249 0 9 0.0787206690625
2011 249 1 9 0.0781121984375
2011 249 2 9 0.0776115540625
2011 249 3 9 0.0771609815625
2011 249 4 9 0.0766892646875
2011 249 5 9 0.076201795625
2011 249 6 9 0.07575814
2011 249 7 9 0.0753521771875
2011 249 8 9 0.0751076190625
2011 249 9 9 0.0753296634375
2011 249 10 9 0.0759939634375
2011 249 11 9 0.0769799440625
2011 249 12 9 0.0776453246875
2011 249 13 9 0.078315975
2011 249 14 9 0.079349056875
2011 249 15 9 0.080233218125
2011 249 16 9 0.08065447375
2011 249 17 9 0.0803249859375
2011 249 18 9 0.0797873903125
2011 249 19 9 0.0789158771875
2011 249 20 9 0.07805974875
2011 249 21 9 0.0773687875
2011 249 22 9 0.076811591875
2011 249 23 9 0.07638568125
2011 250 0 9 0.075935200625
2011 250 1 9 0.0756033503125
2011 250 2 9 0.075324441875
2011 250 3 9 0.07505940875
2011 250 4 9 0.07479729375
2011 250 5 9 0.0744956309375
2011 250 6 9 0.0741053065625
2011 250 7 9 0.073727365625
2011 250 8 9 0.0736268303125
2011 250 9 9 0.0738975203125
2011 250 10 9 0.0745820415625
2011 250 11 9 0.07575219875
2011 250 12 9 0.0771705146875
2011 250 13 9 0.078709554375
2011 250 14 9 0.0797414309375
2011 250 15 9 0.080429769375
2011 250 16 9 0.0807825409375
2011 250 17 9 0.0808934078125
2011 250 18 9 0.0823677325
2011 250 19 9 0.08174048
2011 250 20 9 0.0806887934375
2011 250 21 9 0.079745160625
2011 250 22 9 0.079024904375
2011 250 23 9 0.0785675725
2011 251 0 9 0.0782063484375
2011 251 1 9 0.0778886315625
2011 251 2 9 0.0772867715625
2011 251 3 9 0.076567773125
2011 251 4 9 0.0759270740625
2011 251 5 9 0.0754032903125
2011 251 6 9 0.0750083546875
2011 251 7 9 0.074678674375
2011 251 8 9 0.0746073115625
2011 251 9 9 0.074972919375
2011 251 10 9 0.076227170625
2011 251 11 9 0.078117616875
2011 251 12 9 0.08029353625
2011 251 13 9 0.0823759946875
2011 251 14 9 0.084183974375
2011 251 15 9 0.085431820625
2011 251 16 9 0.08614810875
2011 251 17 9 0.0859703896875
2011 251 18 9 0.08522521125
2011 251 19 9 0.0842737275
2011 251 20 9 0.0832807971875
2011 251 21 9 0.0825080453125
2011 251 22 9 0.081568004375
2011 251 23 9 0.080800279375
2011 252 0 9 0.0802288278125
2011 252 1 9 0.0797137
2011 252 2 9 0.0793156975
2011 252 3 9 0.0789843634375
2011 252 4 9 0.0786681909375
2011 252 5 9 0.0783247403125
2011 252 6 9 0.07799734375
2011 252 7 9 0.0776425728125
2011 252 8 9 0.0774318596875
2011 252 9 9 0.077541560625
2011 252 10 9 0.0779435071875
2011 252 11 9 0.0784794775
2011 252 12 9 0.07960387875
2011 252 13 9 0.0809924053125
2011 252 14 9 0.0821934171875
2011 252 15 9 0.08328554625
2011 252 16 9 0.0834530759375
2011 252 17 9 0.0828861284375
2011 252 18 9 0.08205601375
2011 252 19 9 0.08126420875
2011 252 20 9 0.0805148303125
2011 252 21 9 0.07984023375
2011 252 22 9 0.0791940878125
2011 252 23 9 0.07865406625
2011 253 0 9 0.0782433565625
2011 253 1 9 0.0778347775
2011 253 2 9 0.0774780728125
2011 253 3 9 0.0771122221875
2011 253 4 9 0.07667892
2011 253 5 9 0.07633636625
2011 253 6 9 0.0761116509375
2011 253 7 9 0.07593979
2011 253 8 9 0.0757163521875
2011 253 9 9 0.075594904375
2011 253 10 9 0.0757840815625
2011 253 11 9 0.0765308021875
2011 253 12 9 0.0778595596875
2011 253 13 9 0.0791510203125
2011 253 14 9 0.08039025
2011 253 15 9 0.0810555978125
2011 253 16 9 0.0812848040625
2011 253 17 9 0.081103046875
2011 253 18 9 0.0805596325
2011 253 19 9 0.079933591875
2011 253 20 9 0.07922514375
2011 253 21 9 0.0786062715625
2011 253 22 9 0.0781070403125
2011 253 23 9 0.0776077346875
2011 254 0 9 0.07717547375
2011 254 1 9 0.07672876875
2011 254 2 9 0.07630819125
2011 254 3 9 0.075992705625
2011 254 4 9 0.0757158621875
2011 254 5 9 0.07541595375
2011 254 6 9 0.07510119875
2011 254 7 9 0.074814859375
2011 254 8 9 0.0746655953125
2011 254 9 9 0.0749397328125
2011 254 10 9 0.0756967675
2011 254 11 9 0.07668351375
2011 254 12 9 0.0777715740625
2011 254 13 9 0.07871171125
2011 254 14 9 0.0798398246875
2011 254 15 9 0.08076965875
2011 254 16 9 0.08126426125
2011 254 17 9 0.0815094909375
2011 254 18 9 0.081384718125
2011 254 19 9 0.0809667984375
2011 254 20 9 0.0801859309375
2011 254 21 9 0.079466613125
2011 254 22 9 0.0787196190625
2011 254 23 9 0.07807315375
2011 255 0 9 0.0774068040625
2011 255 1 9 0.076764705
2011 255 2 9 0.076084011875
2011 255 3 9 0.0754948678125
2011 255 4 9 0.0749184309375
2011 255 5 9 0.0743695040625
2011 255 6 9 0.0739260715625
2011 255 7 9 0.073491500625
2011 255 8 9 0.0732355128125
2011 255 9 9 0.0735285415625
2011 255 10 9 0.07417411
2011 255 11 9 0.0750384896875
2011 255 12 9 0.0756190303125
2011 255 13 9 0.07582695875
2011 255 14 9 0.0757681434375
2011 255 15 9 0.075811186875
2011 255 16 9 0.0757694515625
2011 255 17 9 0.075680636875
2011 255 18 9 0.0755772425
2011 255 19 9 0.075374570625
2011 255 20 9 0.07504078875
2011 255 21 9 0.0745137696875
2011 255 22 9 0.0740219584375
2011 255 23 9 0.0735809103125
2011 256 0 9 0.0731393196875
2011 256 1 9 0.0727493803125
2011 256 2 9 0.0723366471875
2011 256 3 9 0.0719212628125
2011 256 4 9 0.0715837009375
2011 256 5 9 0.071358381875
2011 256 6 9 0.0712379971875
2011 256 7 9 0.0710816828125
2011 256 8 9 0.071036119375
2011 256 9 9 0.0712951696875
2011 256 10 9 0.0720270415625
2011 256 11 9 0.07306248375
2011 256 12 9 0.07425127625
2011 256 13 9 0.0754666009375
2011 256 14 9 0.07651096375
2011 256 15 9 0.0772758953125
2011 256 16 9 0.0777394003125
2011 256 17 9 0.0779957578125
2011 256 18 9 0.07774737375
2011 256 19 9 0.077129278125
2011 256 20 9 0.0765331340625
2011 256 21 9 0.0756214190625
2011 256 22 9 0.0749112428125
2011 256 23 9 0.0743177325
2011 257 0 9 0.073795125625
2011 257 1 9 0.0731958775
2011 257 2 9 0.07272515375
2011 257 3 9 0.07228032125
2011 257 4 9 0.0719763834375
2011 257 5 9 0.07187293875
2011 257 6 9 0.071683986875
2011 257 7 9 0.0715869909375
2011 257 8 9 0.071541515
2011 257 9 9 0.071730720625
2011 257 10 9 0.0722215584375
2011 257 11 9 0.0729838278125
2011 257 12 9 0.073994888125
2011 257 13 9 0.0753365825
2011 257 14 9 0.0767611678125
2011 257 15 9 0.0769453465625
2011 257 16 9 0.076372285
2011 257 17 9 0.0760906771875
2011 257 18 9 0.0756540740625
2011 257 19 9 0.0751271075
2011 257 20 9 0.074532628125
2011 257 21 9 0.073957245625
2011 257 22 9 0.0733732859375
2011 257 23 9 0.0728030353125
2011 258 0 9 -9999
2011 258 1 9 0.0720326525
2011 258 2 9 0.0717192275
2011 258 3 9 0.0714468815625
2011 258 4 9 0.0711625196875
2011 258 5 9 0.07109793375
2011 258 6 9 0.07109793375
2011 258 7 9 0.07109793375
2011 258 8 9 0.07109793375
2011 258 9 9 0.07109793375
2011 258 10 9 0.07109793375
2011 258 11 9 0.07109793375
2011 258 12 9 0.07109793375
2011 258 13 9 0.07109793375
2011 258 14 9 0.07109793375
2011 258 15 9 0.07109793375
2011 258 16 9 0.07109793375
2011 258 17 9 0.07109793375
2011 258 18 9 0.07109793375
2011 258 19 9 0.07109793375
2011 258 20 9 0.07109793375
2011 258 21 9 0.07109793375
2011 258 22 9 0.07109793375
2011 258 23 9 0.07109793375
2011 259 0 9 0.07109793375
2011 259 1 9 0.07109793375
2011 259 2 9 0.07109793375
2011 259 3 9 0.07109793375
2011 259 4 9 0.07109793375
2011 259 5 9 0.07109793375
2011 259 6 9 -9999
2011 259 7 9 0.0695796009375
2011 259 8 9 0.069430371875
2011 259 9 9 0.0698853128125
2011 259 10 9 0.07080685625
2011 259 11 9 0.0719420134375
2011 259 12 9 0.073243158125
2011 259 13 9 0.07454434
2011 259 14 9 0.075728858125
2011 259 15 9 0.0761798878125
2011 259 16 9 0.076362428125
2011 259 17 9 0.076354929375
2011 259 18 9 0.0758104278125
2011 259 19 9 0.0752194703125
2011 259 20 9 0.0745223928125
2011 259 21 9 0.0738258840625
2011 259 22 9 0.0731817440625
2011 259 23 9 0.0725977975
2011 260 0 9 0.072055179375
2011 260 1 9 0.0715258415625
2011 260 2 9 0.0711085365625
2011 260 3 9 0.070684605625
2011 260 4 9 0.0702351421875
2011 260 5 9 0.0698759240625
2011 260 6 9 0.0694376453125
2011 260 7 9 0.069113648125
2011 260 8 9 0.0689643315625
2011 260 9 9 0.0691827271875
2011 260 10 9 0.0698565471875
2011 260 11 9 0.0709732528125
2011 260 12 9 0.07221982375
2011 260 13 9 0.073491019375
2011 260 14 9 0.07457042375
2011 260 15 9 0.0747664303125
2011 260 16 9 0.0748059015625
2011 260 17 9 0.0749984934375
2011 260 18 9 0.0748807840625
2011 260 19 9 0.074439055625
2011 260 20 9 0.073826170625
2011 260 21 9 0.073106316875
2011 260 22 9 0.07235770625
2011 260 23 9 0.07166286
2011 261 0 9 0.0709792946875
2011 261 1 9 0.070400165
2011 261 2 9 0.0698472853125
2011 261 3 9 0.0693300903125
2011 261 4 9 0.0688406109375
2011 261 5 9 0.0684050578125
2011 261 6 9 0.0679924865625
2011 261 7 9 0.0676846484375
2011 261 8 9 0.0674711484375
2011 261 9 9 0.0677565121875
2011 261 10 9 0.068466340625
2011 261 11 9 0.069427055625
2011 261 12 9 0.0705656034375
2011 261 13 9 0.07166572125
2011 261 14 9 0.0726449884375
2011 261 15 9 0.0733868221875
2011 261 16 9 0.0738214434375
2011 261 17 9 0.07398406875
2011 261 18 9 0.0739389690625
2011 261 19 9 0.073527156875
2011 261 20 9 0.0729042596875
2011 261 21 9 0.072174319375
2011 261 22 9 0.0714419903125
2011 261 23 9 0.0707732759375
2011 262 0 9 0.0701531721875
2011 262 1 9 0.069574930625
2011 262 2 9 0.0690200384375
2011 262 3 9 0.068519339375
2011 262 4 9 0.0680313475
2011 262 5 9 0.0676313609375
2011 262 6 9 0.0671472234375
2011 262 7 9 0.0667623765625
2011 262 8 9 0.0665746409375
2011 262 9 9 0.0667582771875
2011 262 10 9 0.067411239375
2011 262 11 9 0.0683562853125
2011 262 12 9 0.0693982790625
2011 262 13 9 0.070466083125
2011 262 14 9 0.0714930771875
2011 262 15 9 0.0722831628125
2011 262 16 9 0.0727667709375
2011 262 17 9 0.0729661790625
2011 262 18 9 0.0728312496875
2011 262 19 9 0.072422115
2011 262 20 9 0.0718021884375
2011 262 21 9 0.0711457525
2011 262 22 9 0.0705077375
2011 262 23 9 0.0698780284375
2011 263 0 9 0.069299821875
2011 263 1 9 0.0687464434375
2011 263 2 9 0.068218199375
2011 263 3 9 0.0677475521875
2011 263 4 9 0.067221758125
2011 263 5 9 0.0667740403125
2011 263 6 9 0.066352533125
2011 263 7 9 0.065917894375
2011 263 8 9 0.065651526875
2011 263 9 9 0.0658223990625
2011 263 10 9 0.06640184375
2011 263 11 9 0.0672151978125
2011 263 12 9 0.0682031471875
2011 263 13 9 0.0692041865625
2011 263 14 9 0.07002138625
2011 263 15 9 0.07062818125
2011 263 16 9 0.070979673125
2011 263 17 9 0.071154926875
2011 263 18 9 0.071071644375
2011 263 19 9 0.070728346875
2011 263 20 9 0.0701084378125
2011 263 21 9 0.06940876375
2011 263 22 9 0.06882074625
2011 263 23 9 0.0683175490625
2011 264 0 9 0.0678299071875
2011 264 1 9 0.06733196
2011 264 2 9 0.06679709875
2011 264 3 9 0.0662747653125
2011 264 4 9 0.0658386915625
2011 264 5 9 0.065467496875
2011 264 6 9 0.065084911875
2011 264 7 9 0.0647391534375
2011 264 8 9 0.064516625625
2011 264 9 9 0.064627120625
2011 264 10 9 0.0651011015625
2011 264 11 9 0.0658711409375
2011 264 12 9 0.066761070625
2011 264 13 9 0.0677191671875
2011 264 14 9 0.06858307875
2011 264 15 9 0.069140598125
2011 264 16 9 0.0690742359375
2011 264 17 9 0.068964889375
2011 264 18 9 0.068850715
2011 264 19 9 0.06849981375
2011 264 20 9 0.06787634125
2011 264 21 9 0.0672412575
2011 264 22 9 0.0665932565625
2011 264 23 9 0.06602071125
2011 265 0 9 0.065560448125
2011 265 1 9 0.0651634453125
2011 265 2 9 0.06482056125
2011 265 3 9 0.06441499
2011 265 4 9 0.06395935125
2011 265 5 9 0.063652729375
2011 265 6 9 0.0633828815625
2011 265 7 9 0.0630668775
2011 265 8 9 0.0628230609375
2011 265 9 9 0.062845865625
2011 265 10 9 0.063256021875
2011 265 11 9 0.0639575596875
2011 265 12 9 0.0647304690625
2011 265 13 9 0.0655638846875
2011 265 14 9 0.0663686025
2011 265 15 9 0.0669045071875
2011 265 16 9 0.0672513746875
2011 265 17 9 0.067333425625
2011 265 18 9 0.067174805625
2011 265 19 9 0.0668189234375
2011 265 20 9 0.066255898125
2011 265 21 9 0.0656021375
2011 265 22 9 0.064997420625
2011 265 23 9 0.06446172375
2011 266 0 9 0.064032820625
2011 266 1 9 0.0635728025
2011 266 2 9 0.0630305103125
2011 266 3 9 0.06259023875
2011 266 4 9 0.062135825
2011 266 5 9 0.0617199484375
2011 266 6 9 0.06132883875
2011 266 7 9 0.060951845
2011 266 8 9 0.0607046159375
2011 266 9 9 0.0609073578125
2011 266 10 9 0.061494905
2011 266 11 9 0.06230565375
2011 266 12 9 0.0632735525
2011 266 13 9 0.0642185153125
2011 266 14 9 0.0650590928125
2011 266 15 9 0.0657475625
2011 266 16 9 0.0661308015625
2011 266 17 9 0.0663274665625
2011 266 18 9 0.0662704778125
2011 266 19 9 0.06596885875
2011 266 20 9 0.065373180625
2011 266 21 9 0.06469655625
2011 266 22 9 0.063989543125
2011 266 23 9 0.06338650625
2011 267 0 9 0.062783933125
2011 267 1 9 0.062303470625
2011 267 2 9 0.0618143434375
2011 267 3 9 0.06134815
2011 267 4 9 0.0609207825
2011 267 5 9 0.0605046171875
2011 267 6 9 0.060091724375
2011 267 7 9 0.05971519
2011 267 8 9 0.05948246625
2011 267 9 9 0.05968418
2011 267 10 9 0.0601968184375
2011 267 11 9 0.0609795978125
2011 267 12 9 0.061882565
2011 267 13 9 0.0627939803125
2011 267 14 9 0.06369359625
2011 267 15 9 0.064388166875
2011 267 16 9 0.0647945759375
2011 267 17 9 0.0650133390625
2011 267 18 9 0.0650315346875
2011 267 19 9 0.064781146875
2011 267 20 9 0.06423814375
2011 267 21 9 0.0636032459375
2011 267 22 9 0.062916766875
2011 267 23 9 0.0622997934375
2011 268 0 9 0.06173562625
2011 268 1 9 0.0611966984375
2011 268 2 9 0.0606938009375
2011 268 3 9 0.0602419640625
2011 268 4 9 0.05982817
2011 268 5 9 0.05940215
2011 268 6 9 0.059052626875
2011 268 7 9 0.0586382421875
2011 268 8 9 0.05841829125
2011 268 9 9 0.0586093278125
2011 268 10 9 0.0591576903125
2011 268 11 9 0.0599597153125
2011 268 12 9 0.060862275625
2011 268 13 9 0.0617208540625
2011 268 14 9 0.0625671475
2011 268 15 9 0.0632924371875
2011 268 16 9 0.0636890965625
2011 268 17 9 0.0639053440625
2011 268 18 9 0.06390881125
2011 268 19 9 0.063672434375
2011 268 20 9 0.0632021175
2011 268 21 9 0.0627193165625
2011 268 22 9 0.062180314375
2011 268 23 9 0.0617186621875
2011 269 0 9 0.061254
2011 269 1 9 0.060801646875
2011 269 2 9 0.0603150878125
2011 269 3 9 0.0599367596875
2011 269 4 9 0.059547439375
2011 269 5 9 0.0592080203125
2011 269 6 9 0.058919381875
2011 269 7 9 0.058619808125
2011 269 8 9 0.0584490584375
2011 269 9 9 0.05859395625
2011 269 10 9 0.0591060696875
2011 269 11 9 0.0598093640625
2011 269 12 9 0.0606012084375
2011 269 13 9 0.0614477009375
2011 269 14 9 0.062194555
2011 269 15 9 0.0627455009375
2011 269 16 9 0.0631119815625
2011 269 17 9 0.06328880375
2011 269 18 9 0.0631941703125
2011 269 19 9 0.0628817603125
2011 269 20 9 0.0624124103125
2011 269 21 9 0.0618890071875
2011 269 22 9 0.0613645540625
2011 269 23 9 0.0609381971875
2011 270 0 9 0.0605610284375
2011 270 1 9 0.060194291875
2011 270 2 9 0.0597812284375
2011 270 3 9 0.0594351440625
2011 270 4 9 0.05904654125
2011 270 5 9 0.0586830684375
2011 270 6 9 0.0583359340625
2011 270 7 9 0.0580357696875
2011 270 8 9 0.057865076875
2011 270 9 9 0.058045099375
2011 270 10 9 0.058518973125
2011 270 11 9 0.059153391875
2011 270 12 9 0.0600014090625
2011 270 13 9 0.0607973046875
2011 270 14 9 0.061611529375
2011 270 15 9 0.0622379353125
2011 270 16 9 0.06266298625
2011 270 17 9 0.0627218321875
2011 270 18 9 0.0625564571875
2011 270 19 9 0.062304231875
2011 270 20 9 0.061911155625
2011 270 21 9 0.06151433
2011 270 22 9 0.061091228125
2011 270 23 9 0.0607003109375
2011 271 0 9 0.06038861625
2011 271 1 9 0.0600126725
2011 271 2 9 0.0596513390625
2011 271 3 9 0.0592181725
2011 271 4 9 0.058843370625
2011 271 5 9 0.05846716875
2011 271 6 9 0.058118258125
2011 271 7 9 0.05777040625
2011 271 8 9 0.057539874375
2011 271 9 9 0.0576347484375
2011 271 10 9 0.057976368125
2011 271 11 9 0.0586148534375
2011 271 12 9 0.05938689875
2011 271 13 9 0.060229725
2011 271 14 9 0.0609920271875
2011 271 15 9 0.0616014559375
2011 271 16 9 0.06195218
2011 271 17 9 0.062144575
2011 271 18 9 0.062059013125
2011 271 19 9 0.061822999375
2011 271 20 9 0.06131023625
2011 271 21 9 0.0607534234375
2011 271 22 9 0.0602571846875
2011 271 23 9 0.05979436
2011 272 0 9 0.0593091440625
2011 272 1 9 0.05884954375
2011 272 2 9 0.05847427375
2011 272 3 9 0.0580621990625
2011 272 4 9 0.0576895890625
2011 272 5 9 0.057327756875
2011 272 6 9 0.05700479
2011 272 7 9 0.0566696321875
2011 272 8 9 0.0564641559375
2011 272 9 9 0.056605374375
2011 272 10 9 0.05705416625
2011 272 11 9 0.0577407590625
2011 272 12 9 0.0585713003125
2011 272 13 9 0.0594377165625
2011 272 14 9 0.0598488703125
2011 272 15 9 0.0600469725
2011 272 16 9 0.060198955625
2011 272 17 9 0.060208038125
2011 272 18 9 0.06006808625
2011 272 19 9 0.0598358284375
2011 272 20 9 0.059531881875
2011 272 21 9 0.0592481959375
2011 272 22 9 0.0589250584375
2011 272 23 9 0.058615065625
2011 273 0 9 0.05834150125
2011 273 1 9 0.0580783646875
2011 273 2 9 0.0578321790625
2011 273 3 9 0.057617101875
2011 273 4 9 0.0573361459375
2011 273 5 9 0.0570530725
2011 273 6 9 0.056755340625
2011 273 7 9 0.0565407578125
2011 273 8 9 0.0563642134375
2011 273 9 9 0.056465055
2011 273 10 9 0.056794199375
2011 273 11 9 0.057395980625
2011 273 12 9 0.0580893634375
2011 273 13 9 0.0588290096875
2011 273 14 9 0.05953802875
2011 273 15 9 0.0600548671875
2011 273 16 9 0.0603656409375
2011 273 17 9 0.060516825625
2011 273 18 9 0.060454495
2011 273 19 9 0.0601569184375
2011 273 20 9 0.059706803125
2011 273 21 9 0.0591783009375
2011 273 22 9 0.058671328125
2011 273 23 9 0.0582118896875
2011 274 0 10 0.057875655625
2011 274 1 10 0.0575627315625
2011 274 2 10 0.0572766
2011 274 3 10 0.0570376046875
2011 274 4 10 0.05682468875
2011 274 5 10 0.056552926875
2011 274 6 10 0.056353825
2011 274 7 10 0.0561162165625
2011 274 8 10 0.0559646315625
2011 274 9 10 0.0560981653125
2011 274 10 10 0.056487875
2011 274 11 10 0.0571269859375
2011 274 12 10 0.057846413125
2011 274 13 10 0.0585977603125
2011 274 14 10 0.0593164809375
2011 274 15 10 0.05983453125
2011 274 16 10 0.060093973125
2011 274 17 10 0.0601964990625
2011 274 18 10 0.0600709125
2011 274 19 10 0.0597230015625
2011 274 20 10 0.059200116875
2011 274 21 10 0.058658295
2011 274 22 10 0.0581768284375
2011 274 23 10 0.05776690625
2011 275 0 10 0.0574061590625
2011 275 1 10 0.0571063096875
2011 275 2 10 0.0568081578125
