      1,         0.0000,         0.8958,         0.8958,       149.5775,         0.0000,         0.0000,         0.0000,       249.9804,         0.0000,      4999.9888,        42.0000,         1.7492,         0.0000,         1.1288,
      2,         0.0000,         1.1288,         1.1288,       149.1453,         0.0000,         0.0000,         0.0000,       249.9479,         0.0000,      4999.9683,        42.0000,         1.7442,         0.0000,         1.0444,
      3,         0.0000,         1.0444,         1.0444,       148.6962,         0.0000,         0.0000,         0.0000,       249.9139,         0.0000,      4999.9458,        42.0000,         1.7389,         0.0000,         0.8849,
      4,         0.0000,         0.8849,         0.8849,       148.2439,         0.0000,         0.0000,         0.0000,       249.8795,         0.0000,      4999.9229,        42.0000,         1.7337,         0.0000,         0.8813,
      5,         0.0000,         0.8813,         0.8813,       147.8020,         0.0000,         0.0000,         0.0000,       249.8458,         0.0000,      4999.9009,        42.0000,         1.7285,         0.0000,         1.0400,
      6,         0.0000,         1.0400,         1.0400,       147.3609,         0.0000,         0.0000,         0.0000,       249.8121,         0.0000,      4999.8794,        42.0000,         1.7233,         0.0000,         0.9419,
      7,         0.0000,         0.9419,         0.9419,       146.9088,         0.0000,         0.0000,         0.0000,       249.7773,         0.0000,      4999.8564,        42.0000,         1.7180,         0.0000,         0.7348,
      8,         0.0000,         0.7348,         0.7348,       146.4607,         0.0000,         0.0000,         0.0000,       249.7428,         0.0000,      4999.8330,        42.0000,         1.7128,         0.0000,         0.7119,
      9,         0.0000,         0.7119,         0.7119,       146.0504,         0.0000,         0.0000,         0.0000,       249.7115,         0.0000,      4999.8145,        42.0000,         1.7080,         0.0000,         0.8376,
     10,         0.0000,         0.8376,         0.8376,       145.6671,         0.0000,         0.0000,         0.0000,       249.6824,         0.0000,      4999.7979,        42.0000,         1.7035,         0.0000,         1.1613,
     11,         0.0000,         1.1613,         1.1613,       145.2852,         0.0000,         0.0000,         0.0000,       249.6534,         0.0000,      4999.7822,        42.0000,         1.6991,         0.0000,         0.9513,
     12,         0.0000,         0.9513,         0.9513,       144.8900,         0.0000,         0.0000,         0.0000,       249.6231,         0.0000,      4999.7651,        42.0000,         1.6944,         0.0000,         1.1845,
     13,         0.0000,         1.1845,         1.1845,       144.4846,         0.0000,         0.0000,         0.0000,       249.5918,         0.0000,      4999.7471,        42.0000,         1.6897,         0.0000,         1.1941,
     14,         0.0000,         1.1941,         1.1941,       144.0484,         0.0000,         0.0000,         0.0000,       249.5577,         0.0000,      4999.7266,        42.0000,         1.6846,         0.0000,         1.0479,
     15,         0.0000,         1.0479,         1.0479,       143.5827,         0.0000,         0.0000,         0.0000,       249.5209,         0.0000,      4999.7021,        42.0000,         1.6791,         0.0000,         0.9787,
     16,         0.0000,         0.9787,         0.9787,       143.1077,         0.0000,         0.0000,         0.0000,       249.4832,         0.0000,      4999.6772,        42.0000,         1.6736,         0.0000,         1.0413,
     17,         0.0000,         1.0413,         1.0413,       142.6200,         0.0000,         0.0000,         0.0000,       249.4441,         0.0000,      4999.6528,        42.0000,         1.6679,         0.0000,         1.1241,
     18,         0.0000,         1.1241,         1.1241,       142.1170,         0.0000,         0.0000,         0.0000,       249.4036,         0.0000,      4999.6270,        42.0000,         1.6620,         0.0000,         1.2402,
