     81,         8.4944,         4.9554,         4.2208,         4.2094,         4.2679,         4.2637,         4.2159,         4.2847,         4.4902,         4.7760,         5.0897
     82,         6.5435,         5.7225,         4.9073,         4.4392,         4.2907,         4.2562,         4.2428,         4.3138,         4.5080,         4.7822,         5.0845
     83,         2.3848,         4.5751,         4.8172,         4.6050,         4.4040,         4.2996,         4.2678,         4.3399,         4.5255,         4.7884,         5.0794
     84,         6.0519,         4.3755,         4.4146,         4.4971,         4.4371,         4.3526,         4.3004,         4.3650,         4.5424,         4.7946,         5.0745
     85,         7.3981,         5.7991,         4.8948,         4.5445,         4.4329,         4.3754,         4.3325,         4.3900,         4.5588,         4.8007,         5.0698
     86,         3.5101,         4.9216,         4.9718,         4.7153,         4.5168,         4.4119,         4.3616,         4.4143,         4.5748,         4.8067,         5.0653
     87,         4.1340,         4.2716,         4.5840,         4.6486,         4.5601,         4.4618,         4.3944,         4.4383,         4.5905,         4.8125,         5.0609
     88,         7.3056,         5.0059,         4.6013,         4.5639,         4.5356,         4.4844,         4.4266,         4.4624,         4.6059,         4.8183,         5.0568
     89,        12.6468,         7.1817,         5.3576,         4.7455,         4.5632,         4.4965,         4.4523,         4.4858,         4.6211,         4.8241,         5.0528
     90,        13.3059,         8.7026,         6.4763,         5.2798,         4.7606,         4.5585,         4.4793,         4.5080,         4.6359,         4.8297,         5.0489
     91,         8.9401,         8.5384,         7.1276,         5.8534,         5.0909,         4.7084,         4.5265,         4.5313,         4.6504,         4.8353,         5.0453
     92,         3.6006,         6.1708,         6.5847,         6.0423,         5.3784,         4.9090,         4.6048,         4.5602,         4.6654,         4.8409,         5.0418
     93,         8.0255,         6.0007,         5.9319,         5.8132,         5.4498,         5.0635,         4.7018,         4.5979,         4.6820,         4.8467,         5.0384
     94,        11.3974,         7.7470,         6.3820,         5.7995,         5.4431,         5.1367,         4.7911,         4.6423,         4.7012,         4.8530,         5.0352
     95,        12.4320,         8.7858,         7.0853,         6.1107,         5.5592,         5.2057,         4.8653,         4.6890,         4.7230,         4.8602,         5.0322
     96,         7.9566,         8.4871,         7.5313,         6.4906,         5.7778,         5.3237,         4.9392,         4.7361,         4.7468,         4.8684,         5.0293
     97,         4.2474,         6.3448,         6.8988,         6.5405,         5.9606,         5.4728,         5.0250,         4.7851,         4.7722,         4.8776,         5.0266
     98,         6.9932,         6.2429,         6.3478,         6.2828,         5.9632,         5.5749,         5.1156,         4.8373,         4.7994,         4.8878,         5.0242
     99,        11.1148,         7.7860,         6.6425,         6.2086,         5.9129,         5.6091,         5.1918,         4.8910,         4.8283,         4.8989,         5.0220
    100,        11.6061,         8.6079,         7.2232,         6.4365,         5.9729,         5.6408,         5.2506,         4.9427,         4.8584,         4.9110,         5.0200
    101,        11.9204,         8.9829,         7.6418,         6.7288,         6.1269,         5.7170,         5.3065,         4.9913,         4.8890,         4.9239,         5.0182
    102,        14.6919,        10.2405,         8.2557,         7.0626,         6.3227,         5.8322,         5.3717,         5.0387,         4.9195,         4.9373,         5.0167
    103,        12.7108,        10.5178,         8.8175,         7.4843,         6.5825,         5.9857,         5.4516,         5.0876,         4.9501,         4.9512,         5.0155
    104,        11.1299,         9.6141,         8.7540,         7.7364,         6.8403,         6.1706,         5.5498,         5.1405,         4.9814,         4.9654,         5.0145
    105,        13.8393,        10.3433,         8.8868,         7.8529,         7.0133,         6.3428,         5.6615,         5.1993,         5.0141,         4.9801,         5.0138
    106,        13.6495,        11.0611,         9.3779,         8.1103,         7.1907,         6.4962,         5.7760,         5.2635,         5.0488,         4.9955,         5.0134
    107,        11.7532,        10.4283,         9.4392,         8.3471,         7.4013,         6.6599,         5.8923,         5.3318,         5.0859,         5.0118,         5.0132
    108,        12.8458,        10.5679,         9.4362,         8.4432,         7.5596,         6.8192,         6.0121,         5.4038,         5.1253,         5.0291,         5.0133
    109,        12.3637,        10.7545,         9.6095,         8.5728,         7.6926,         6.9584,         6.1303,         5.4786,         5.1670,         5.0476,         5.0137
    110,        13.9701,        10.9042,         9.6594,         8.6815,         7.8222,         7.0884,         6.2443,         5.5552,         5.2108,         5.0672,         5.0145
    111,        14.2210,        11.4562,         9.9827,         8.8502,         7.9514,         7.2110,         6.3541,         5.6323,         5.2563,         5.0879,         5.0155
    112,         7.2200,        10.0780,         9.9445,         9.0202,         8.1068,         7.3400,         6.4615,         5.7095,         5.3032,         5.1098,         5.0169
    113,         6.7643,         8.3635,         8.9998,         8.7924,         8.1576,         7.4555,         6.5681,         5.7868,         5.3512,         5.1326,         5.0187
    114,        10.3925,         8.9244,         8.6431,         8.4587,         8.0491,         7.4954,         6.6616,         5.8632,         5.3999,         5.1563,         5.0208
    115,        11.1634,         9.3274,         8.7346,         8.3574,         7.9541,         7.4815,         6.7288,         5.9354,         5.4489,         5.1807,         5.0233
    116,        12.5802,        10.2019,         9.0906,         8.4266,         7.9345,         7.4701,         6.7747,         6.0002,         5.4969,         5.2055,         5.0262
    117,        12.4988,        10.3355,         9.3534,         8.5934,         7.9973,         7.4911,         6.8126,         6.0574,         5.5431,         5.2305,         5.0294
    118,        13.1316,        10.8439,         9.6497,         8.7653,         8.0944,         7.5445,         6.8540,         6.1091,         5.5869,         5.2551,         5.0330
    119,        11.6532,        11.0486,         9.9438,         8.9696,         8.2211,         7.6217,         6.9035,         6.1580,         5.6283,         5.2793,         5.0370
    120,         5.1120,         8.7122,         9.4176,         9.0016,         8.3361,         7.7151,         6.9627,         6.2064,         5.6678,         5.3027,         5.0413
    121,         5.3020,         7.3372,         8.4099,         8.6101,         8.2792,         7.7707,         7.0252,         6.2555,         5.7060,         5.3255,         5.0459
    122,         5.3021,         7.2867,         7.9799,         8.2106,         8.0867,         7.7389,         7.0714,         6.3037,         5.7434,         5.3478,         5.0508
    123,         9.2749,         7.6393,         7.6752,         7.9024,         7.8863,         7.6530,         7.0889,         6.3469,         5.7795,         5.3695,         5.0560
    124,        12.9638,         9.2916,         8.1541,         7.8629,         7.7441,         7.5527,         7.0808,         6.3814,         5.8134,         5.3908,         5.0615
    125,        14.1501,        10.5221,         8.9315,         8.1443,         7.7643,         7.4968,         7.0609,         6.4065,         5.8442,         5.4112,         5.0673
    126,        15.1887,        11.3612,         9.6111,         8.5405,         7.9206,         7.5205,         7.0504,         6.4246,         5.8713,         5.4305,         5.0733
    127,        14.6959,        11.6656,        10.0809,         8.9243,         8.1430,         7.6132,         7.0639,         6.4409,         5.8950,         5.4485,         5.0795
    128,        13.3628,        11.5495,        10.3337,         9.2218,         8.3688,         7.7458,         7.1049,         6.4605,         5.9164,         5.4652,         5.0859
    129,        15.9587,        12.2740,        10.5922,         9.4368,         8.5625,         7.8885,         7.1680,         6.4863,         5.9371,         5.4808,         5.0924
    130,        13.7973,        12.1453,        10.8816,         9.7011,         8.7596,         8.0320,         7.2452,         6.5195,         5.9584,         5.4957,         5.0991
    131,        12.3683,        11.5907,        10.7875,         9.8299,         8.9320,         8.1782,         7.3324,         6.5596,         5.9814,         5.5105,         5.1060
    132,        10.8019,        10.9827,        10.5843,         9.8375,         9.0351,         8.3027,         7.4239,         6.6058,         6.0065,         5.5255,         5.1130
    133,        12.0946,        10.7793,        10.3093,         9.7429,         9.0685,         8.3913,         7.5109,         6.6564,         6.0342,         5.5412,         5.1201
    134,        13.7230,        11.6490,        10.5256,         9.7404,         9.0754,         8.4440,         7.5862,         6.7086,         6.0641,         5.5577,         5.1274
    135,        12.8399,        11.4397,        10.6210,         9.8406,         9.1334,         8.4943,         7.6500,         6.7600,         6.0957,         5.5751,         5.1348
    136,        14.1160,        11.6065,        10.6410,         9.8867,         9.1928,         8.5527,         7.7091,         6.8096,         6.1282,         5.5934,         5.1424
